Participant ID,Timestamp-Pre,How old are you?,Gender?,What describes you the best?,How comfortable are you in expressing emotions?,"Have you ever played with the ""drummer bot"" dB before?","How much prior experience do you have with interactive musical interfaces (e.g. sensor systems, digital control devices)?","How often do you use AI tools for creativity (e.g., writing, coding, music, fine arts, food recipes, etc.)?",Please indicate if you have any of the following health problems.,Timestamp-During,Session ID (the last session that the participant has completed),I felt bored,I felt annoyed,I felt excited,I felt at ease,I felt satisfied,I felt curious,I felt stressed,I felt tired,Timestamp-Post,How coherent do you think the dB’s responses were to your input?,Who had the overall control of the interaction?,I found it engaging,dB can be frustrating,I got confused often,It was a creative experience,dB can be surprising,I would like to play more,"Please add if you have any comments, suggestions, or requests."
gr9_1011h2053,2024/11/10 8:58:33 PM GMT+1,24,Male,Avid music listener,3,No,0,3,Hearing problems,2024/11/10 9:27:13 PM GMT+1,ALICE,4,4,0,0,0,0,3,3,2024/11/10 9:36:01 PM GMT+1,1,0,0,4,3,0,0,0,"Felt like an absolute waste of my time. It doesnt sound like music, sounds more like random drumming which sometimes accidentaly match my input, nevertheless sounding bad. When i give it ONE input to finally get it to shut up it wont even do that. It is like a disloyal dog"
gr9_1011h2053,2024/11/10 8:58:33 PM GMT+1,24,Male,Avid music listener,3,No,0,3,Hearing problems,2024/11/10 9:33:31 PM GMT+1,ILLIAC,4,4,0,0,0,0,0,4,2024/11/10 9:36:01 PM GMT+1,1,0,0,4,3,0,0,0,"Felt like an absolute waste of my time. It doesnt sound like music, sounds more like random drumming which sometimes accidentaly match my input, nevertheless sounding bad. When i give it ONE input to finally get it to shut up it wont even do that. It is like a disloyal dog"
gr14.6,2024/11/10 9:49:14 PM GMT+1,32,Male,Averagely interested in music,4,No,0,0,,2024/11/10 9:55:22 PM GMT+1,CYSP,4,3,1,2,0,3,0,0,2024/11/10 10:11:29 PM GMT+1,0,0,2,4,3,3,4,2,
gr14.6,2024/11/10 9:49:14 PM GMT+1,32,Male,Averagely interested in music,4,No,0,0,,2024/11/10 10:00:12 PM GMT+1,VOYAGER,1,1,2,4,1,2,0,0,2024/11/10 10:11:29 PM GMT+1,0,0,2,4,3,3,4,2,
gr14.6,2024/11/10 9:49:14 PM GMT+1,32,Male,Averagely interested in music,4,No,0,0,,2024/11/10 10:04:35 PM GMT+1, ALICE,3,2,3,4,2,3,0,0,2024/11/10 10:11:29 PM GMT+1,0,0,2,4,3,3,4,2,
gr14.6,2024/11/10 9:49:14 PM GMT+1,32,Male,Averagely interested in music,4,No,0,0,,2024/11/10 10:08:57 PM GMT+1,ILLIAC,1,0,3,3,2,4,0,0,2024/11/10 10:11:29 PM GMT+1,0,0,2,4,3,3,4,2,
gr21-1012,2024/11/10 10:35:07 PM GMT+1,23,Male,Averagely interested in music,1,Yes,1,2,,2024/11/10 10:40:28 PM GMT+1,CYSP,2,1,1,3,1,2,0,1,2024/11/10 10:52:54 PM GMT+1,1,1,1,2,1,3,3,2,
gr21-1012,2024/11/10 10:35:07 PM GMT+1,23,Male,Averagely interested in music,1,Yes,1,2,,2024/11/10 10:44:38 PM GMT+1,ALICE,1,1,1,3,2,2,1,1,2024/11/10 10:52:54 PM GMT+1,1,1,1,2,1,3,3,2,
gr21-1012,2024/11/10 10:35:07 PM GMT+1,23,Male,Averagely interested in music,1,Yes,1,2,,2024/11/10 10:48:36 PM GMT+1,VOYAGER,2,1,0,2,0,1,0,2,2024/11/10 10:52:54 PM GMT+1,1,1,1,2,1,3,3,2,
gr21-1012,2024/11/10 10:35:07 PM GMT+1,23,Male,Averagely interested in music,1,Yes,1,2,,2024/11/10 10:52:15 PM GMT+1,ILLIAC,1,0,2,2,2,2,0,1,2024/11/10 10:52:54 PM GMT+1,1,1,1,2,1,3,3,2,
gr21-1013,2024/11/10 10:55:47 PM GMT+1,23,Male,Averagely interested in music,3,No,0,4,,2024/11/10 11:03:54 PM GMT+1,CYSP,3,2,1,3,2,3,0,0,2024/11/10 11:19:27 PM GMT+1,2,3,1,1,3,3,3,0,
gr21-1013,2024/11/10 10:55:47 PM GMT+1,23,Male,Averagely interested in music,3,No,0,4,,2024/11/10 11:08:32 PM GMT+1,ALICE,3,3,0,3,1,1,0,0,2024/11/10 11:19:27 PM GMT+1,2,3,1,1,3,3,3,0,
gr21-1013,2024/11/10 10:55:47 PM GMT+1,23,Male,Averagely interested in music,3,No,0,4,,2024/11/10 11:12:57 PM GMT+1,VOYAGER,4,1,1,3,1,3,0,0,2024/11/10 11:19:27 PM GMT+1,2,3,1,1,3,3,3,0,
gr21-1013,2024/11/10 10:55:47 PM GMT+1,23,Male,Averagely interested in music,3,No,0,4,,2024/11/10 11:17:17 PM GMT+1,ILLIAC,2,1,1,2,3,3,0,0,2024/11/10 11:19:27 PM GMT+1,2,3,1,1,3,3,3,0,
gr13-knh2,2024/11/10 11:21:43 PM GMT+1,30,Female,Avid music listener,3,No,1,0,,2024/11/10 11:29:59 PM GMT+1,CYSP,3,2,3,2,1,2,0,0,2024/11/10 11:48:44 PM GMT+1,1,3,2,2,1,2,3,0,
gr13-knh2,2024/11/10 11:21:43 PM GMT+1,30,Female,Avid music listener,3,No,1,0,,2024/11/10 11:36:14 PM GMT+1,ILLIAC,3,2,3,2,2,1,1,0,2024/11/10 11:48:44 PM GMT+1,1,3,2,2,1,2,3,0,
gr13-knh2,2024/11/10 11:21:43 PM GMT+1,30,Female,Avid music listener,3,No,1,0,,2024/11/10 11:42:35 PM GMT+1,VOYAGER,1,2,3,2,1,0,1,0,2024/11/10 11:48:44 PM GMT+1,1,3,2,2,1,2,3,0,
gr13-knh2,2024/11/10 11:21:43 PM GMT+1,30,Female,Avid music listener,3,No,1,0,,2024/11/10 11:49:39 PM GMT+1,ALICE,2,2,2,2,1,0,0,0,2024/11/10 11:48:44 PM GMT+1,1,3,2,2,1,2,3,0,
6_2,2024/11/11 8:57:15 AM GMT+1,24,Female,Averagely interested in music,4,Yes,0,3,,2024/11/11 9:44:09 AM GMT+1,CYSP,3,1,1,2,1,2,0,0,2024/11/11 10:05:59 AM GMT+1,2,1,1,3,1,1,4,0,
6_2,2024/11/11 8:57:15 AM GMT+1,24,Female,Averagely interested in music,4,Yes,0,3,,2024/11/11 9:53:19 AM GMT+1,VOYAGER,4,2,0,2,0,0,0,2,2024/11/11 10:05:59 AM GMT+1,2,1,1,3,1,1,4,0,
group10-ez,2024/11/11 9:48:13 AM GMT+1,26,Male,Avid music listener,2,No,1,3,,2024/11/11 9:55:05 AM GMT+1,CYSP,2,2,0,3,3,3,0,0,2024/11/11 10:12:35 AM GMT+1,2,1,2,3,2,3,3,2,The last beat profile was a bit chaotic. There was just a lot going on. 
6_2,2024/11/11 8:57:15 AM GMT+1,24,Female,Averagely interested in music,4,Yes,0,3,,2024/11/11 9:58:54 AM GMT+1,ALICE,4,2,0,3,0,0,0,3,2024/11/11 10:05:59 AM GMT+1,2,1,1,3,1,1,4,0,
group10-ez,2024/11/11 9:48:13 AM GMT+1,26,Male,Avid music listener,2,No,1,3,,2024/11/11 9:59:57 AM GMT+1,VOYAGER,2,0,1,3,2,1,0,1,2024/11/11 10:12:35 AM GMT+1,2,1,2,3,2,3,3,2,The last beat profile was a bit chaotic. There was just a lot going on. 
6_2,2024/11/11 8:57:15 AM GMT+1,24,Female,Averagely interested in music,4,Yes,0,3,,2024/11/11 10:05:02 AM GMT+1,ILLIAC,4,2,0,2,0,0,0,3,2024/11/11 10:05:59 AM GMT+1,2,1,1,3,1,1,4,0,
group10-ez,2024/11/11 9:48:13 AM GMT+1,26,Male,Avid music listener,2,No,1,3,,2024/11/11 10:05:49 AM GMT+1,ALICE,2,1,1,2,2,1,0,2,2024/11/11 10:12:35 AM GMT+1,2,1,2,3,2,3,3,2,The last beat profile was a bit chaotic. There was just a lot going on. 
group10-ez,2024/11/11 9:48:13 AM GMT+1,26,Male,Avid music listener,2,No,1,3,,2024/11/11 10:13:16 AM GMT+1,ILLIAC,2,3,2,2,2,2,2,2,2024/11/11 10:12:35 AM GMT+1,2,1,2,3,2,3,3,2,The last beat profile was a bit chaotic. There was just a lot going on. 
8_2,2024/11/11 11:34:07 AM GMT+1,25,Male,Not particularly interested in music,3,No,0,3,,2024/11/11 11:36:31 AM GMT+1,CYSP,2,2,2,3,3,2,1,2,2024/11/11 11:49:19 AM GMT+1,2,1,2,3,4,4,3,1,
8_2,2024/11/11 11:34:07 AM GMT+1,25,Male,Not particularly interested in music,3,No,0,3,,2024/11/11 11:39:45 AM GMT+1,VOYAGER,2,1,3,3,4,3,2,2,2024/11/11 11:49:19 AM GMT+1,2,1,2,3,4,4,3,1,
8_2,2024/11/11 11:34:07 AM GMT+1,25,Male,Not particularly interested in music,3,No,0,3,,2024/11/11 11:43:54 AM GMT+1,ILLIAC,3,2,3,1,1,2,2,3,2024/11/11 11:49:19 AM GMT+1,2,1,2,3,4,4,3,1,
8_2,2024/11/11 11:34:07 AM GMT+1,25,Male,Not particularly interested in music,3,No,0,3,,2024/11/11 11:50:01 AM GMT+1, ALICE,3,3,2,1,2,2,1,3,2024/11/11 11:49:19 AM GMT+1,2,1,2,3,4,4,3,1,
6_3,2024/11/11 12:11:08 PM GMT+1,22,Female,Not particularly interested in music,2,Yes,0,2,,2024/11/11 12:17:55 PM GMT+1,VOYAGER,3,3,0,2,0,1,0,0,2024/11/11 1:28:15 PM GMT+1,2,1,1,3,3,2,3,1,
6_3,2024/11/11 12:11:08 PM GMT+1,22,Female,Not particularly interested in music,2,Yes,0,2,,2024/11/11 12:28:00 PM GMT+1,ALICE,3,1,1,2,1,0,0,0,2024/11/11 1:28:15 PM GMT+1,2,1,1,3,3,2,3,1,
gr13-knh3,2024/11/11 12:30:56 PM GMT+1,28,Male,Avid music listener,2,No,4,3,,2024/11/11 12:37:53 PM GMT+1,ILLIAC,1,4,2,0,0,3,2,1,2024/11/11 12:59:31 PM GMT+1,0,0,0,4,4,3,4,1,"The db felt broken and unfinished, fun and frustrating at the same time."
gr13-knh3,2024/11/11 12:30:56 PM GMT+1,28,Male,Avid music listener,2,No,4,3,,2024/11/11 12:44:03 PM GMT+1,ALICE,2,3,1,0,0,1,2,2,2024/11/11 12:59:31 PM GMT+1,0,0,0,4,4,3,4,1,"The db felt broken and unfinished, fun and frustrating at the same time."
gr13-knh3,2024/11/11 12:30:56 PM GMT+1,28,Male,Avid music listener,2,No,4,3,,2024/11/11 12:50:45 PM GMT+1,CYSP,3,4,0,0,0,1,3,2,2024/11/11 12:59:31 PM GMT+1,0,0,0,4,4,3,4,1,"The db felt broken and unfinished, fun and frustrating at the same time."
6_4,2024/11/11 12:15:01 PM GMT+1,24,Male,Avid music listener,3,No,1,4,,2024/11/11 12:58:40 PM GMT+1,VOYAGER,3,4,1,1,1,3,0,3,2024/11/11 1:16:53 PM GMT+1,4,2,2,4,3,3,3,0,
gr13-knh3,2024/11/11 12:30:56 PM GMT+1,28,Male,Avid music listener,2,No,4,3,,2024/11/11 1:00:21 PM GMT+1,VOYAGER,3,4,0,0,0,1,3,4,2024/11/11 12:59:31 PM GMT+1,0,0,0,4,4,3,4,1,"The db felt broken and unfinished, fun and frustrating at the same time."
6_4,2024/11/11 12:15:01 PM GMT+1,24,Male,Avid music listener,3,No,1,4,,2024/11/11 1:04:29 PM GMT+1,ILLIAC,4,4,1,1,0,2,0,2,2024/11/11 1:16:53 PM GMT+1,4,2,2,4,3,3,3,0,
6_4,2024/11/11 12:15:01 PM GMT+1,24,Male,Avid music listener,3,No,1,4,,2024/11/11 1:09:31 PM GMT+1,ALICE,3,3,1,1,2,2,0,2,2024/11/11 1:16:53 PM GMT+1,4,2,2,4,3,3,3,0,
6_4,2024/11/11 12:15:01 PM GMT+1,24,Male,Avid music listener,3,No,1,4,,2024/11/11 1:17:27 PM GMT+1,CYSP,4,4,0,0,1,1,0,3,2024/11/11 1:16:53 PM GMT+1,4,2,2,4,3,3,3,0,
6_3,2024/11/11 12:11:08 PM GMT+1,22,Female,Not particularly interested in music,2,Yes,0,2,,2024/11/11 1:23:44 PM GMT+1,ILLIAC,3,1,1,2,1,0,0,0,2024/11/11 1:28:15 PM GMT+1,2,1,1,3,3,2,3,1,
6_3,2024/11/11 12:11:08 PM GMT+1,22,Female,Not particularly interested in music,2,Yes,0,2,,2024/11/11 1:28:50 PM GMT+1,CYSP,4,2,0,2,0,0,0,1,2024/11/11 1:28:15 PM GMT+1,2,1,1,3,3,2,3,1,
6_5,2024/11/11 1:22:26 PM GMT+1,25,Female,Averagely interested in music,3,No,1,3,,2024/11/11 1:36:03 PM GMT+1,ILLIAC,2,3,1,2,1,2,1,3,2024/11/11 1:59:26 PM GMT+1,1,2,2,4,3,1,4,1,
6_5,2024/11/11 1:22:26 PM GMT+1,25,Female,Averagely interested in music,3,No,1,3,,2024/11/11 1:48:58 PM GMT+1,CYSP,1,1,2,3,3,3,1,1,2024/11/11 1:59:26 PM GMT+1,1,2,2,4,3,1,4,1,
6_5,2024/11/11 1:22:26 PM GMT+1,25,Female,Averagely interested in music,3,No,1,3,,2024/11/11 1:53:58 PM GMT+1,ALICE,1,2,1,3,3,4,0,2,2024/11/11 1:59:26 PM GMT+1,1,2,2,4,3,1,4,1,
6_5,2024/11/11 1:22:26 PM GMT+1,25,Female,Averagely interested in music,3,No,1,3,,2024/11/11 2:00:05 PM GMT+1,VOYAGER,3,4,2,1,1,2,2,4,2024/11/11 1:59:26 PM GMT+1,1,2,2,4,3,1,4,1,
6_6,2024/11/11 2:22:10 PM GMT+1,26,Male,Averagely interested in music,2,No,0,2,,2024/11/11 2:30:33 PM GMT+1,ILLIAC,1,2,1,3,2,1,1,2,2024/11/11 2:42:02 PM GMT+1,3,1,3,3,3,2,3,2,
6_6,2024/11/11 2:22:10 PM GMT+1,26,Male,Averagely interested in music,2,No,0,2,,2024/11/11 2:34:15 PM GMT+1,CYSP,2,2,1,3,3,2,0,2,2024/11/11 2:42:02 PM GMT+1,3,1,3,3,3,2,3,2,
6_6,2024/11/11 2:22:10 PM GMT+1,26,Male,Averagely interested in music,2,No,0,2,,2024/11/11 2:38:09 PM GMT+1,ALICE,3,2,1,1,2,1,0,3,2024/11/11 2:42:02 PM GMT+1,3,1,3,3,3,2,3,2,
6_6,2024/11/11 2:22:10 PM GMT+1,26,Male,Averagely interested in music,2,No,0,2,,2024/11/11 2:42:26 PM GMT+1,VOYAGER,3,4,1,2,2,3,0,4,2024/11/11 2:42:02 PM GMT+1,3,1,3,3,3,2,3,2,
kuromi1,2024/11/11 8:34:55 PM GMT+1,22,Male,Avid music listener,3,No,1,0,,2024/11/11 8:50:23 PM GMT+1,ILLIAC,1,2,2,0,1,3,2,1,2024/11/11 9:10:49 PM GMT+1,1,0,2,4,3,0,3,1,fix the tracking landscape. It's invisible and gets in the way when doing almost anything that requires the mouse. The consistent downloading makes it very hard to keep tapping in rhythm due to download pop-ups.  
kuromi1,2024/11/11 8:34:55 PM GMT+1,22,Male,Avid music listener,3,No,1,0,,2024/11/11 8:55:52 PM GMT+1,VOYAGER,1,3,1,3,1,0,1,2,2024/11/11 9:10:49 PM GMT+1,1,0,2,4,3,0,3,1,fix the tracking landscape. It's invisible and gets in the way when doing almost anything that requires the mouse. The consistent downloading makes it very hard to keep tapping in rhythm due to download pop-ups.  
kuromi1,2024/11/11 8:34:55 PM GMT+1,22,Male,Avid music listener,3,No,1,0,,2024/11/11 9:01:42 PM GMT+1,CYSP,3,4,0,0,1,3,4,4,2024/11/11 9:10:49 PM GMT+1,1,0,2,4,3,0,3,1,fix the tracking landscape. It's invisible and gets in the way when doing almost anything that requires the mouse. The consistent downloading makes it very hard to keep tapping in rhythm due to download pop-ups.  
kuromi1,2024/11/11 8:34:55 PM GMT+1,22,Male,Avid music listener,3,No,1,0,,2024/11/11 9:11:50 PM GMT+1,ALICE,2,1,3,1,2,3,2,1,2024/11/11 9:10:49 PM GMT+1,1,0,2,4,3,0,3,1,fix the tracking landscape. It's invisible and gets in the way when doing almost anything that requires the mouse. The consistent downloading makes it very hard to keep tapping in rhythm due to download pop-ups.  
group10_1,2024/11/11 9:44:07 PM GMT+1,31,Male,Averagely interested in music,2,No,0,0,,2024/11/11 9:56:50 PM GMT+1,VOYAGER,3,0,1,1,1,3,0,0,2024/11/11 10:22:52 PM GMT+1,1,1,3,3,2,3,1,0,It would be more fun with more instruments and if the db actually listened to my input
group10_1,2024/11/11 9:44:07 PM GMT+1,31,Male,Averagely interested in music,2,No,0,0,,2024/11/11 10:04:57 PM GMT+1,ILLIAC,1,0,2,2,2,3,0,0,2024/11/11 10:22:52 PM GMT+1,1,1,3,3,2,3,1,0,It would be more fun with more instruments and if the db actually listened to my input
group10_1,2024/11/11 9:44:07 PM GMT+1,31,Male,Averagely interested in music,2,No,0,0,,2024/11/11 10:14:46 PM GMT+1,CYSP,3,0,1,3,2,1,0,0,2024/11/11 10:22:52 PM GMT+1,1,1,3,3,2,3,1,0,It would be more fun with more instruments and if the db actually listened to my input
kuromi2,2024/11/11 10:02:52 PM GMT+1,23,Male,Avid music listener,2,No,0,3,,2024/11/11 10:19:47 PM GMT+1,ILLIAC,1,0,2,2,3,3,3,1,2024/11/11 10:38:39 PM GMT+1,3,3,3,0,1,4,4,3,
group10_1,2024/11/11 9:44:07 PM GMT+1,31,Male,Averagely interested in music,2,No,0,0,,2024/11/11 10:24:05 PM GMT+1,ALICE,3,1,1,3,2,1,0,0,2024/11/11 10:22:52 PM GMT+1,1,1,3,3,2,3,1,0,It would be more fun with more instruments and if the db actually listened to my input
kuromi2,2024/11/11 10:02:52 PM GMT+1,23,Male,Avid music listener,2,No,0,3,,2024/11/11 10:26:32 PM GMT+1,CYSP,1,1,2,2,2,3,1,0,2024/11/11 10:38:39 PM GMT+1,3,3,3,0,1,4,4,3,
kuromi2,2024/11/11 10:02:52 PM GMT+1,23,Male,Avid music listener,2,No,0,3,,2024/11/11 10:31:16 PM GMT+1,VOYAGER,1,1,2,2,2,3,1,1,2024/11/11 10:38:39 PM GMT+1,3,3,3,0,1,4,4,3,
royale1,2024/11/11 10:16:07 PM GMT+1,23,Female,Averagely interested in music,2,No,0,0,,2024/11/11 10:31:47 PM GMT+1,ALICE,4,4,4,0,0,0,4,2,2024/11/11 10:53:34 PM GMT+1,2,2,0,4,2,1,3,0,
royale1,2024/11/11 10:16:07 PM GMT+1,23,Female,Averagely interested in music,2,No,0,0,,2024/11/11 10:38:54 PM GMT+1,VOYAGER,4,3,0,0,0,0,3,2,2024/11/11 10:53:34 PM GMT+1,2,2,0,4,2,1,3,0,
kuromi2,2024/11/11 10:02:52 PM GMT+1,23,Male,Avid music listener,2,No,0,3,,2024/11/11 10:39:35 PM GMT+1,ALICE,0,0,2,2,3,4,1,0,2024/11/11 10:38:39 PM GMT+1,3,3,3,0,1,4,4,3,
royale1,2024/11/11 10:16:07 PM GMT+1,23,Female,Averagely interested in music,2,No,0,0,,2024/11/11 10:46:54 PM GMT+1,ILLIAC,4,4,0,0,0,0,4,2,2024/11/11 10:53:34 PM GMT+1,2,2,0,4,2,1,3,0,
royale1,2024/11/11 10:16:07 PM GMT+1,23,Female,Averagely interested in music,2,No,0,0,,2024/11/11 10:55:05 PM GMT+1,CYSP,4,4,0,0,0,0,4,2,2024/11/11 10:53:34 PM GMT+1,2,2,0,4,2,1,3,0,
royale2,2024/11/12 2:33:44 AM GMT+1,33,Male,Averagely interested in music,3,No,2,3,,2024/11/12 2:38:30 AM GMT+1,voyager,3,4,1,1,0,1,4,4,2024/11/12 3:36:38 AM GMT+1,1,0,1,4,4,1,4,0,
royale2,2024/11/12 2:33:44 AM GMT+1,33,Male,Averagely interested in music,3,No,2,3,,2024/11/12 2:49:02 AM GMT+1,ILLIAC,1,2,3,2,2,3,1,4,2024/11/12 3:36:38 AM GMT+1,1,0,1,4,4,1,4,0,
royale2,2024/11/12 2:33:44 AM GMT+1,33,Male,Averagely interested in music,3,No,2,3,,2024/11/12 3:00:41 AM GMT+1,Alice,3,3,2,2,1,2,1,4,2024/11/12 3:36:38 AM GMT+1,1,0,1,4,4,1,4,0,
royale2,2024/11/12 2:33:44 AM GMT+1,33,Male,Averagely interested in music,3,No,2,3,,2024/11/12 3:37:15 AM GMT+1,CYSP,4,4,0,0,0,0,0,4,2024/11/12 3:36:38 AM GMT+1,1,0,1,4,4,1,4,0,
royale3,2024/11/12 3:38:15 AM GMT+1,25,Male,Not particularly interested in music,1,Yes,0,0,,2024/11/12 3:47:50 AM GMT+1,ILLIAC,4,2,1,2,1,2,1,2,2024/11/12 4:05:09 AM GMT+1,0,0,0,4,4,0,4,0,
royale3,2024/11/12 3:38:15 AM GMT+1,25,Male,Not particularly interested in music,1,Yes,0,0,,2024/11/12 3:54:33 AM GMT+1,VOYAGER,3,3,1,1,1,1,3,4,2024/11/12 4:05:09 AM GMT+1,0,0,0,4,4,0,4,0,
royale3,2024/11/12 3:38:15 AM GMT+1,25,Male,Not particularly interested in music,1,Yes,0,0,,2024/11/12 3:59:33 AM GMT+1,CYSP,4,4,1,1,1,1,3,3,2024/11/12 4:05:09 AM GMT+1,0,0,0,4,4,0,4,0,
royale3,2024/11/12 3:38:15 AM GMT+1,25,Male,Not particularly interested in music,1,Yes,0,0,,2024/11/12 4:05:51 AM GMT+1,ALICE,3,3,0,0,0,0,0,3,2024/11/12 4:05:09 AM GMT+1,0,0,0,4,4,0,4,0,
group10_6,2024/11/12 12:05:05 PM GMT+1,26,Male,Avid music listener,2,No,2,4,,2024/11/12 12:12:43 PM GMT+1,CYSP,2,1,1,2,2,2,1,1,2024/11/12 12:27:37 PM GMT+1,2,1,3,3,1,3,3,1,
group10_6,2024/11/12 12:05:05 PM GMT+1,26,Male,Avid music listener,2,No,2,4,,2024/11/12 12:18:40 PM GMT+1,ALICE,2,2,2,2,3,2,2,2,2024/11/12 12:27:37 PM GMT+1,2,1,3,3,1,3,3,1,
group10_6,2024/11/12 12:05:05 PM GMT+1,26,Male,Avid music listener,2,No,2,4,,2024/11/12 12:22:47 PM GMT+1,ILLIAC,2,2,2,2,2,2,2,2,2024/11/12 12:27:37 PM GMT+1,2,1,3,3,1,3,3,1,
group10_6,2024/11/12 12:05:05 PM GMT+1,26,Male,Avid music listener,2,No,2,4,,2024/11/12 12:28:31 PM GMT+1,VOYAGER,3,2,1,2,1,1,1,2,2024/11/12 12:27:37 PM GMT+1,2,1,3,3,1,3,3,1,
